country_label,primary_language,category,name_local,name_english,official_website,confidence,statutory_role,notes,tool_name,tool_category,use_case,evidence_strength,source_type,source_title,source_date,source_link,exact_snippet_or_quote,why_it_supports_the_claim,notes
Nigeria,English,NuclearAgency,Nigerian Nuclear Regulatory Authority,Nigerian Nuclear Regulatory Authority (NNRA),https://nnra.gov.ng/,MED,Nuclear and radiological regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Nigeria,English,RenewableIndustryAssociation,Renewable Energy Association of Nigeria,Renewable Energy Association of Nigeria (REAN),https://rean.org.ng/,MED,Renewable energy industry association,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Nigeria,English,EnergyResearchInstitute,National Centre for Energy Research and Development,National Centre for Energy Research and Development (NCERD),https://ncerd.gov.ng/,LOW,National energy research institute,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,TSO,National Grid Electricity Transmission plc,National Grid Electricity Transmission,https://www.nationalgrid.com/electricity-transmission,HIGH,Transmission owner/operator for England and Wales,Multi-TSO model with multiple transmission owners.,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,TSO,Scottish Power Transmission Limited,Scottish Power Transmission,https://www.spenergynetworks.co.uk/pages/scottish_power_transmission.aspx,HIGH,Transmission owner/operator for central and southern Scotland,Multi-TSO model with multiple transmission owners.,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,TSO,Scottish Hydro Electric Transmission plc,SSEN Transmission,https://www.ssen-transmission.co.uk/,HIGH,Transmission owner/operator for northern Scotland,Multi-TSO model with multiple transmission owners.,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,ElectricityRegulator,Office of Gas and Electricity Markets,Ofgem,https://www.ofgem.gov.uk/,HIGH,National electricity and gas regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,EnergyMinistry,Department for Energy Security and Net Zero,DESNZ,https://www.gov.uk/government/organisations/department-for-energy-security-and-net-zero,HIGH,National energy ministry,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,MarketOperator,Elexon Limited,Elexon,https://www.elexon.co.uk/,MED,Balancing and Settlement Code company / settlement systems operator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,ISO_RTO,National Energy System Operator,National Energy System Operator (NESO),https://www.neso.energy/,HIGH,National electricity system operator,,PLEXOS,production_cost_uc,Integrated Energy Model used for tariff/modelling (IEM).,HIGH,official_methodology,NESO: BSUoS Fixed Tariff Model Methodology,,https://www.neso.energy/document/310976/download,This model is based on … Integrated Energy Model (Plexos).,NESO’s methodology document states the model is based on its Integrated Energy Model using Plexos.,
United Kingdom,English,SystemPlanningBody,National Energy System Operator,National Energy System Operator (NESO),https://www.neso.energy/,HIGH,National system planning (scenarios and network planning functions),Same institution as ISO_RTO; retained due to distinct role.,PLEXOS,production_cost_uc,Integrated Energy Model used for tariff/modelling (IEM).,HIGH,official_methodology,NESO: BSUoS Fixed Tariff Model Methodology,,https://www.neso.energy/document/310976/download,This model is based on … Integrated Energy Model (Plexos).,NESO’s methodology document states the model is based on its Integrated Energy Model using Plexos.,
United Kingdom,English,NuclearAgency,Office for Nuclear Regulation,Office for Nuclear Regulation (ONR),https://www.onr.org.uk/,HIGH,Nuclear safety regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,TSOAssociation,Energy Networks Association,Energy Networks Association (ENA),https://www.energynetworks.org/,HIGH,Association for electricity/gas network operators,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,EnergyIndustryAssociation,Energy UK,Energy UK,https://www.energy-uk.org.uk/,HIGH,National energy industry association,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,RenewableIndustryAssociation,RenewableUK,RenewableUK,https://www.renewableuk.com/,HIGH,Renewable energy industry association,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,AdvisoryCouncil,Climate Change Committee,Climate Change Committee (CCC),https://www.theccc.org.uk/,HIGH,Statutory advisory body on climate policy with strong electricity relevance,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
United Kingdom,English,EnergyResearchInstitute,UK Energy Research Centre,UK Energy Research Centre (UKERC),https://ukerc.ac.uk/,HIGH,National energy research centre,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Spain,Spanish,TSO,"Red Eléctrica de España, S.A.U.",Red Eléctrica (REE),https://www.ree.es/,HIGH,National transmission system operator,,PLEXOS,planning_expansion,Long-term planning model engine.,MED,official_report,Red Eléctrica: Informe de gestión 2022,,https://www.ree.es/sites/default/files/11_PUBLICACIONES/Documentos/Informe_de_gestion_2022.pdf,… motor PLEXOS … modelo de planificación a largo plazo …,REE’s report references PLEXOS as the engine used in its long-term planning model.,
Spain,Spanish,TSO,"Red Eléctrica de España, S.A.U.",Red Eléctrica (REE),https://www.ree.es/,HIGH,National transmission system operator,,SIPREOLICO,forecasting,Wind generation prediction for system operation.,MED,official_report,Red Eléctrica: Informe de gestión 2002,,https://www.redeia.com/sites/default/files/Informe%20de%20Gesti%C3%B3n%202002.pdf,SIPREOLICO … predicción de la producción eólica e integración en el sistema.,REE’s annual report names SIPREOLICO as a wind generation prediction system supporting system operation.,
Spain,Spanish,ElectricityRegulator,Comisión Nacional de los Mercados y la Competencia,National Commission on Markets and Competition (CNMC),https://www.cnmc.es/,HIGH,National energy/electricity market regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Spain,Spanish,EnergyMinistry,Ministerio para la Transición Ecológica y el Reto Demográfico,Ministry for the Ecological Transition and the Demographic Challenge (MITECO),https://www.miteco.gob.es/,HIGH,National energy and climate ministry,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Spain,Spanish,MarketOperator,"Operador del Mercado Ibérico de Energía, Polo Español, S.A.",Iberian Energy Market Operator (OMIE),https://www.omie.es/,HIGH,Wholesale electricity market operator (Spain),,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Spain,Spanish,SystemPlanningBody,"Red Eléctrica de España, S.A.U.",Red Eléctrica (REE),https://www.ree.es/,HIGH,Transmission planning and system operation planning,Same institution as TSO; retained due to distinct role.,PLEXOS,planning_expansion,Long-term planning model engine.,MED,official_report,Red Eléctrica: Informe de gestión 2022,,https://www.ree.es/sites/default/files/11_PUBLICACIONES/Documentos/Informe_de_gestion_2022.pdf,… motor PLEXOS … modelo de planificación a largo plazo …,REE’s report references PLEXOS as the engine used in its long-term planning model.,
Spain,Spanish,SystemPlanningBody,"Red Eléctrica de España, S.A.U.",Red Eléctrica (REE),https://www.ree.es/,HIGH,Transmission planning and system operation planning,Same institution as TSO; retained due to distinct role.,SIPREOLICO,forecasting,Wind generation prediction for system operation.,MED,official_report,Red Eléctrica: Informe de gestión 2002,,https://www.redeia.com/sites/default/files/Informe%20de%20Gesti%C3%B3n%202002.pdf,SIPREOLICO … predicción de la producción eólica e integración en el sistema.,REE’s annual report names SIPREOLICO as a wind generation prediction system supporting system operation.,
Spain,Spanish,RenewablesAgency,Instituto para la Diversificación y Ahorro de la Energía,Institute for Energy Diversification and Saving (IDAE),https://www.idae.es/,HIGH,National energy efficiency and renewables support agency,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Spain,Spanish,NuclearAgency,Consejo de Seguridad Nuclear,Nuclear Safety Council (CSN),https://www.csn.es/,HIGH,Nuclear safety regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Spain,Spanish,EnergyIndustryAssociation,aelēc,aelēc (Spanish Electricity Industry Association),https://www.aelec.es/,MED,National electricity industry association,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Spain,Spanish,RenewableIndustryAssociation,APPA Renovables,APPA Renovables,https://www.appa.es/,MED,Renewable energy industry association,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Spain,Spanish,EnergyResearchInstitute,"Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas",CIEMAT,https://www.ciemat.es/,HIGH,National energy and technology research institute,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Italy,Italian,TSO,Terna S.p.A.,Terna,https://www.terna.it/,HIGH,National transmission system operator,,Antares,market_simulation,Adequacy/planning simulations.,HIGH,official_report,Terna: Piano di Sviluppo 2019 (PdS 2019),,https://download.terna.it/terna/0000/0987/79.pdf,"Le simulazioni sono effettuate con: Antares, BID3, PLEXOS, POWERSYM, Grare.",Terna’s development plan explicitly lists the simulation tools used.,
Italy,Italian,TSO,Terna S.p.A.,Terna,https://www.terna.it/,HIGH,National transmission system operator,,BID3,market_simulation,Market/adequacy simulations.,HIGH,official_report,Terna: Piano di Sviluppo 2019 (PdS 2019),,https://download.terna.it/terna/0000/0987/79.pdf,"Le simulazioni sono effettuate con: Antares, BID3, PLEXOS, POWERSYM, Grare.",Terna’s development plan explicitly lists the simulation tools used.,
Italy,Italian,TSO,Terna S.p.A.,Terna,https://www.terna.it/,HIGH,National transmission system operator,,PLEXOS,market_simulation,Market/adequacy simulations.,HIGH,official_report,Terna: Piano di Sviluppo 2019 (PdS 2019),,https://download.terna.it/terna/0000/0987/79.pdf,"Le simulazioni sono effettuate con: Antares, BID3, PLEXOS, POWERSYM, Grare.",Terna’s development plan explicitly lists the simulation tools used.,
Italy,Italian,TSO,Terna S.p.A.,Terna,https://www.terna.it/,HIGH,National transmission system operator,,POWERSYM,other,Power system simulation tool used in Terna studies (as listed).,HIGH,official_report,Terna: Piano di Sviluppo 2019 (PdS 2019),,https://download.terna.it/terna/0000/0987/79.pdf,"Le simulazioni sono effettuate con: Antares, BID3, PLEXOS, POWERSYM, Grare.",Terna’s development plan explicitly lists the simulation tools used.,
Italy,Italian,TSO,Terna S.p.A.,Terna,https://www.terna.it/,HIGH,National transmission system operator,,Grare,other,Simulation tool used in Terna studies (as listed).,HIGH,official_report,Terna: Piano di Sviluppo 2019 (PdS 2019),,https://download.terna.it/terna/0000/0987/79.pdf,"Le simulazioni sono effettuate con: Antares, BID3, PLEXOS, POWERSYM, Grare.",Terna’s development plan explicitly lists the simulation tools used.,
Italy,Italian,ElectricityRegulator,Autorità di Regolazione per Energia Reti e Ambiente,"Regulatory Authority for Energy, Networks and Environment (ARERA)",https://www.arera.it/,HIGH,National energy regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Italy,Italian,EnergyMinistry,Ministero dell'Ambiente e della Sicurezza Energetica,Ministry of Environment and Energy Security (MASE),https://www.mase.gov.it/,HIGH,National energy and climate ministry,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Italy,Italian,MarketOperator,Gestore dei Mercati Energetici S.p.A.,Gestore dei Mercati Energetici (GME),https://www.mercatoelettrico.org/,HIGH,Electricity market operator / power exchange,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Italy,Italian,SystemPlanningBody,Terna S.p.A.,Terna,https://www.terna.it/,HIGH,Transmission planning and system planning functions,Same institution as TSO; retained due to distinct role.,Antares,market_simulation,Adequacy/planning simulations.,HIGH,official_report,Terna: Piano di Sviluppo 2019 (PdS 2019),,https://download.terna.it/terna/0000/0987/79.pdf,"Le simulazioni sono effettuate con: Antares, BID3, PLEXOS, POWERSYM, Grare.",Terna’s development plan explicitly lists the simulation tools used.,
Italy,Italian,SystemPlanningBody,Terna S.p.A.,Terna,https://www.terna.it/,HIGH,Transmission planning and system planning functions,Same institution as TSO; retained due to distinct role.,BID3,market_simulation,Market/adequacy simulations.,HIGH,official_report,Terna: Piano di Sviluppo 2019 (PdS 2019),,https://download.terna.it/terna/0000/0987/79.pdf,"Le simulazioni sono effettuate con: Antares, BID3, PLEXOS, POWERSYM, Grare.",Terna’s development plan explicitly lists the simulation tools used.,
Italy,Italian,SystemPlanningBody,Terna S.p.A.,Terna,https://www.terna.it/,HIGH,Transmission planning and system planning functions,Same institution as TSO; retained due to distinct role.,PLEXOS,market_simulation,Market/adequacy simulations.,HIGH,official_report,Terna: Piano di Sviluppo 2019 (PdS 2019),,https://download.terna.it/terna/0000/0987/79.pdf,"Le simulazioni sono effettuate con: Antares, BID3, PLEXOS, POWERSYM, Grare.",Terna’s development plan explicitly lists the simulation tools used.,
Italy,Italian,SystemPlanningBody,Terna S.p.A.,Terna,https://www.terna.it/,HIGH,Transmission planning and system planning functions,Same institution as TSO; retained due to distinct role.,POWERSYM,other,Power system simulation tool used in Terna studies (as listed).,HIGH,official_report,Terna: Piano di Sviluppo 2019 (PdS 2019),,https://download.terna.it/terna/0000/0987/79.pdf,"Le simulazioni sono effettuate con: Antares, BID3, PLEXOS, POWERSYM, Grare.",Terna’s development plan explicitly lists the simulation tools used.,
Italy,Italian,SystemPlanningBody,Terna S.p.A.,Terna,https://www.terna.it/,HIGH,Transmission planning and system planning functions,Same institution as TSO; retained due to distinct role.,Grare,other,Simulation tool used in Terna studies (as listed).,HIGH,official_report,Terna: Piano di Sviluppo 2019 (PdS 2019),,https://download.terna.it/terna/0000/0987/79.pdf,"Le simulazioni sono effettuate con: Antares, BID3, PLEXOS, POWERSYM, Grare.",Terna’s development plan explicitly lists the simulation tools used.,
Italy,Italian,RenewablesAgency,Gestore dei Servizi Energetici GSE S.p.A.,Gestore dei Servizi Energetici (GSE),https://www.gse.it/,HIGH,Renewables incentives management and energy services,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Italy,Italian,NuclearAgency,Ispettorato Nazionale per la Sicurezza Nucleare e la Radioprotezione,National Inspectorate for Nuclear Safety and Radiation Protection (ISIN),https://www.isinucleare.it/,MED,Nuclear and radiological safety authority,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Italy,Italian,EnergyIndustryAssociation,Elettricità Futura,Elettricità Futura,https://www.elettricitafutura.it/,MED,National electricity industry association,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Italy,Italian,RenewableIndustryAssociation,Italia Solare,Italia Solare,https://www.italiasolare.eu/,MED,Renewable energy industry association (solar),,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Italy,Italian,EnergyResearchInstitute,ENEA,"ENEA (Italian National Agency for New Technologies, Energy and Sustainable Economic Development)",https://www.enea.it/,HIGH,National energy research and innovation agency,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Taiwan,Chinese,TSO,台灣電力公司,Taiwan Power Company (Taipower),https://www.taipower.com.tw/,HIGH,National electricity utility operating transmission and system operation,,PLEXOS,production_cost_uc,Annual power resource utilization planning platform based on PLEXOS model.,MED,tender_procurement,Taiwan Government e-Procurement (PCC): Tender details (Taipower) referencing PLEXOS model,,https://pcc.mlwmlw.org/tw/tender/eng/9605detail,…以PLEXOS模型為基礎之年度電源運用計畫…,The tender text explicitly references an annual power plan platform based on the PLEXOS model.,
Taiwan,Chinese,ElectricityRegulator,經濟部能源署,"Energy Administration, Ministry of Economic Affairs (MOEA)",https://www.moeaea.gov.tw/,MED,National energy administration and electricity regulatory functions,Name and domain may vary due to recent reorganization; include as MED.,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Taiwan,Chinese,EnergyMinistry,經濟部,Ministry of Economic Affairs (MOEA),https://www.moea.gov.tw/,HIGH,National economic and energy ministry,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Taiwan,Chinese,SystemPlanningBody,經濟部能源署,"Energy Administration, Ministry of Economic Affairs (MOEA)",https://www.moeaea.gov.tw/,MED,National energy/electricity planning and policy implementation,Same institution as ElectricityRegulator; retained due to distinct role.,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Taiwan,Chinese,NuclearAgency,核能安全委員會,Nuclear Safety Commission,https://www.nusc.gov.tw/,MED,Nuclear safety regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Taiwan,Chinese,EnergyResearchInstitute,工業技術研究院,Industrial Technology Research Institute (ITRI),https://www.itri.org.tw/,HIGH,Major national energy and technology research institute,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Thailand,Thai,TSO,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย,Electricity Generating Authority of Thailand (EGAT),https://www.egat.co.th/,HIGH,National transmission owner/operator and generation utility,,PLEXOS,production_cost_uc,Simulation software procured for power system studies.,HIGH,tender_procurement,EGAT Procurement: Purchase of PLEXOS Simulation Software,,https://procurement.egat.co.th/egproc/Procurementdata/new?Id=10eee389-3f84-11ef-a6f4-005056b967db&Type=15,จัดซื้อโปรแกรม PLEXOS Simulation Software จำนวน 1 งาน,EGAT’s procurement listing explicitly describes purchasing PLEXOS Simulation Software.,
Thailand,Thai,ElectricityRegulator,สำนักงานคณะกรรมการกำกับกิจการพลังงาน,Energy Regulatory Commission (ERC) Thailand,https://www.erc.or.th/,HIGH,National electricity regulator,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Thailand,Thai,EnergyMinistry,กระทรวงพลังงาน,Ministry of Energy (Thailand),https://www.energy.go.th/,HIGH,National energy and electricity ministry,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Thailand,Thai,SystemPlanningBody,สำนักงานนโยบายและแผนพลังงาน,Energy Policy and Planning Office (EPPO),https://www.eppo.go.th/,HIGH,National energy system planning and policy office,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Thailand,Thai,RenewablesAgency,กรมพัฒนาพลังงานทดแทนและอนุรักษ์พลังงาน,Department of Alternative Energy Development and Efficiency (DEDE),https://www.dede.go.th/,HIGH,National renewables and energy efficiency programmes,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Thailand,Thai,NuclearAgency,สำนักงานปรมาณูเพื่อสันติ,Office of Atoms for Peace (OAP),https://www.oap.go.th/,MED,Nuclear and radiation regulatory authority,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
Thailand,Thai,AdvisoryCouncil,คณะกรรมการนโยบายพลังงานแห่งชาติ,National Energy Policy Council (NEPC),https://www.eppo.go.th/index.php/en/nepc,MED,National energy policy council advising/deciding on energy policy,,UNKNOWN,,,LOW,other,,,,,No retrievable evidence found for named tools/software.,Checked: official web + reports/tenders/job posts.
China,Chinese,TSO,国家电网有限公司,State Grid Corporation of China (SGCC),https://www.sgcc.com.cn/,HIGH,Primary national transmission grid owner/operator (regional coverage under SGCC),Multi-TSO system; one of two primary national grid companies.,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,TSO,中国南方电网有限责任公司,China Southern Power Grid (CSG),https://www.csg.cn/,HIGH,Primary national transmission grid owner/operator (southern regions),Multi-TSO system; one of two primary national grid companies.,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,ElectricityRegulator,国家能源局,National Energy Administration (NEA),https://www.nea.gov.cn/,HIGH,National electricity/energy regulator and sector oversight authority,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,EnergyMinistry,国家发展和改革委员会,National Development and Reform Commission (NDRC),https://www.ndrc.gov.cn/,HIGH,National energy policy and planning authority,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,MarketOperator,广州电力交易中心有限责任公司,Guangzhou Power Exchange Center,https://www.gzpec.cn/,MED,Power trading platform for inter-provincial/market transactions in southern China,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,SystemPlanningBody,国家能源局,National Energy Administration (NEA),https://www.nea.gov.cn/,HIGH,National-level energy planning and sector planning for power system,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,RenewablesAgency,国家能源局新能源司,NEA Department of New Energy,https://www.nea.gov.cn/,MED,National renewables policy oversight and coordination (under NEA),,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,NuclearAgency,国家核安全局,National Nuclear Safety Administration (NNSA),https://nnsa.mee.gov.cn/,HIGH,National nuclear safety regulator and licensing authority,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,TSOAssociation,中国电力企业联合会,China Electricity Council (CEC),https://www.cec.org.cn/,MED,National power sector association (includes grid companies),,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,EnergyIndustryAssociation,中国电力企业联合会,China Electricity Council (CEC),https://www.cec.org.cn/,MED,"National electricity industry association (generation, grid, users)",,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,RenewableIndustryAssociation,中国可再生能源学会,Chinese Renewable Energy Society (CRES),http://www.cres.org.cn/,MED,National renewable energy professional society/association,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,AdvisoryCouncil,国家能源委员会,National Energy Commission,http://www.gov.cn/,MED,High-level national energy coordination council,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
China,Chinese,EnergyResearchInstitute,中国电力科学研究院,China Electric Power Research Institute (CEPRI),http://www.epri.sgcc.com.cn/,MED,National-level power research institute supporting SGCC and sector planning,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
India,English,TSO,Power Grid Corporation of India Limited,Power Grid Corporation of India Limited (POWERGRID),https://www.powergrid.in/,HIGH,National transmission utility and main interstate transmission operator,,PSS/E,other,transmission network studies,MED,tender_procurement,Minutes of 434th OCC meeting (WRPC),,https://wrpc.gov.in/Minutes/434occ_minute.pdf,propose to procure PSS/E software ... conducting network studies,Meeting minutes record PGCIL’s plan to procure PSS/E for network studies.,
India,English,ElectricityRegulator,Central Electricity Regulatory Commission,Central Electricity Regulatory Commission (CERC),https://cercind.gov.in/,HIGH,National electricity regulator for interstate transmission and wholesale markets,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
India,English,EnergyMinistry,Ministry of Power,"Ministry of Power, Government of India",https://powermin.gov.in/,HIGH,National power sector policy and oversight ministry,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
India,English,MarketOperator,Indian Energy Exchange Limited,Indian Energy Exchange (IEX),https://www.iexindia.com/,HIGH,National electricity market exchange platform (day-ahead/real-time etc.),,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
India,English,MarketOperator,Power Exchange India Limited,Power Exchange India Limited (PXIL),https://www.powerexindia.com/,HIGH,National electricity market exchange platform,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
India,English,ISO_RTO,Grid Controller of India Limited,Grid Controller of India Limited (Grid-India),https://grid-india.in/,HIGH,National system operator (formerly POSOCO) for real-time grid operation and market operations,,PSS/E,other,power system planning studies (load flow and studies),MED,presentation,Siemens PSS®E User Group Meeting Agenda (includes POSOCO use case),,https://assets.siemens.com/siemens/assets/api/uuid:62c6bce5-325f-429a-93d7-0a0e1187b3a0/pss-e-user-group-meeting-2013-agenda.pdf,used in POSOCO for power system planning applications such as load flow analysis,Document states POSOCO (now Grid-India) uses PSS/E for planning applications.,vendor-hosted document; secondary evidence
India,English,SystemPlanningBody,Central Electricity Authority,Central Electricity Authority (CEA),https://cea.nic.in/,HIGH,"National electricity planning authority (generation, transmission planning and standards)",,STELLAR,planning_expansion,resource adequacy modelling,HIGH,news_release,Union Minister launched indigenously developed Resource Adequacy Model “STELLAR” (CEA),2024-03-22,https://pib.gov.in/PressReleasePage.aspx?PRID=2015997,launched an indigenously developed Resource Adequacy Model “STELLAR”,Official government press release identifies STELLAR as CEA’s resource adequacy model.,
India,English,RenewablesAgency,Ministry of New and Renewable Energy,Ministry of New and Renewable Energy (MNRE),https://mnre.gov.in/,HIGH,National renewables policy and program implementation ministry,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
India,English,NuclearAgency,Department of Atomic Energy,Department of Atomic Energy (DAE),https://dae.gov.in/,HIGH,National nuclear policy and atomic energy authority,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
India,English,TSOAssociation,Power Grid Corporation of India Limited,Power Grid Corporation of India Limited (POWERGRID),https://www.powergrid.in/,MED,Key national-level transmission operator; de facto national grid association functions for ISTS coordination,,PSS/E,other,transmission network studies,MED,tender_procurement,Minutes of 434th OCC meeting (WRPC),,https://wrpc.gov.in/Minutes/434occ_minute.pdf,propose to procure PSS/E software ... conducting network studies,Meeting minutes record PGCIL’s plan to procure PSS/E for network studies.,
India,English,EnergyIndustryAssociation,Central Board of Irrigation and Power,Central Board of Irrigation and Power (CBIP),https://cbip.org/,MED,National power sector professional/industry association,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
India,English,RenewableIndustryAssociation,National Solar Energy Federation of India,National Solar Energy Federation of India (NSEFI),https://www.nsefi.in/,MED,National solar industry association,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
India,English,AdvisoryCouncil,NITI Aayog,NITI Aayog (National Institution for Transforming India),https://www.niti.gov.in/,MED,National policy think tank/advisory body influencing energy strategy,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
India,English,EnergyResearchInstitute,National Institute of Solar Energy,National Institute of Solar Energy (NISE),https://nise.res.in/,MED,National renewable energy research and testing institute,,UNKNOWN,other,,LOW,other,,,,,,No retrievable tool evidence collected in this rerun for this institution.
